timestamp,correlation,p_value,effect_size
2025-08-09 23:17:15,-0.8104004904854897,0.0028365012676250245,1.128194681188543
2025-08-09 23:17:20,-0.7488611266893759,0.010248700533527888,0.9703570020327699
2025-08-09 23:17:25,-0.7440275685247772,0.01113468883134483,0.959441331426812
2025-08-09 23:23:20,0.7711929085509994,0.006783215312523572,1.0232646525358935
2025-08-09 23:13:45,-0.6741208096798039,0.030394725038736414,0.8182583429342611
2025-08-09 23:16:35,-0.7851205371417203,0.005098483721997393,1.058581993350652
2025-08-09 23:16:40,-0.7779243247267821,0.005926430635172952,1.040091824876007
2025-08-09 23:16:45,-0.7306637084251719,0.013857163418099505,0.9301497535221466
2025-08-09 23:16:50,-0.7894111455593562,0.00464604533609303,1.0698671001679556
2025-08-09 23:16:55,-0.7699881651461161,0.006945281576424822,1.020298687850778
2025-08-09 23:17:00,-0.8011370281628241,0.0035565153778875924,1.1017787114802997
2025-08-09 23:17:05,-0.8334131775631999,0.001509719190549319,1.1992090017079127
2025-08-09 23:17:10,-0.7774123624590568,0.005988742149405146,1.0387964779978185
2025-08-09 23:17:15,-0.8104004904854897,0.0028365012676250245,1.128194681188543
2025-08-09 23:17:20,-0.7488611266893759,0.010248700533527888,0.9703570020327699
2025-08-09 23:17:25,-0.7440275685247772,0.01113468883134483,0.959441331426812
2025-08-09 23:23:20,0.7711929085509994,0.006783215312523572,1.0232646525358935
2025-08-09 23:13:45,-0.6741208096798039,0.030394725038736414,0.8182583429342611
2025-08-09 23:16:35,-0.7851205371417203,0.005098483721997393,1.058581993350652
2025-08-09 23:16:40,-0.7779243247267821,0.005926430635172952,1.040091824876007
2025-08-09 23:16:45,-0.7306637084251719,0.013857163418099505,0.9301497535221466
2025-08-09 23:16:50,-0.7894111455593562,0.00464604533609303,1.0698671001679556
2025-08-09 23:16:55,-0.7699881651461161,0.006945281576424822,1.020298687850778
2025-08-09 23:17:00,-0.8011370281628241,0.0035565153778875924,1.1017787114802997
2025-08-09 23:17:05,-0.8334131775631999,0.001509719190549319,1.1992090017079127
2025-08-09 23:17:10,-0.7774123624590568,0.005988742149405146,1.0387964779978185
2025-08-09 23:17:15,-0.8104004904854897,0.0028365012676250245,1.128194681188543
2025-08-09 23:17:20,-0.7488611266893759,0.010248700533527888,0.9703570020327699
2025-08-09 23:17:25,-0.7440275685247772,0.01113468883134483,0.959441331426812
2025-08-09 23:23:20,0.7711929085509994,0.006783215312523572,1.0232646525358935
2025-08-09 23:13:45,-0.6741208096798039,0.030394725038736414,0.8182583429342611
2025-08-09 23:16:35,-0.7851205371417203,0.005098483721997393,1.058581993350652
2025-08-09 23:16:40,-0.7779243247267821,0.005926430635172952,1.040091824876007
2025-08-09 23:16:45,-0.7306637084251719,0.013857163418099505,0.9301497535221466
2025-08-09 23:16:50,-0.7894111455593562,0.00464604533609303,1.0698671001679556
2025-08-09 23:16:55,-0.7699881651461161,0.006945281576424822,1.020298687850778
2025-08-09 23:17:00,-0.8011370281628241,0.0035565153778875924,1.1017787114802997
2025-08-09 23:17:05,-0.8334131775631999,0.001509719190549319,1.1992090017079127
2025-08-09 23:17:10,-0.7774123624590568,0.005988742149405146,1.0387964779978185
2025-08-09 23:17:15,-0.8104004904854897,0.0028365012676250245,1.128194681188543
2025-08-09 23:17:20,-0.7488611266893759,0.010248700533527888,0.9703570020327699
2025-08-09 23:17:25,-0.7440275685247772,0.01113468883134483,0.959441331426812
2025-08-09 23:23:20,0.7711929085509994,0.006783215312523572,1.0232646525358935
2025-08-09 23:13:45,-0.6741208096798039,0.030394725038736414,0.8182583429342611
2025-08-09 23:16:35,-0.7851205371417203,0.005098483721997393,1.058581993350652
2025-08-09 23:16:40,-0.7779243247267821,0.005926430635172952,1.040091824876007
2025-08-09 23:16:45,-0.7306637084251719,0.013857163418099505,0.9301497535221466
2025-08-09 23:16:50,-0.7894111455593562,0.00464604533609303,1.0698671001679556
2025-08-09 23:16:55,-0.7699881651461161,0.006945281576424822,1.020298687850778
2025-08-09 23:17:00,-0.8011370281628241,0.0035565153778875924,1.1017787114802997
2025-08-09 23:17:05,-0.8334131775631999,0.001509719190549319,1.1992090017079127
2025-08-09 23:17:10,-0.7774123624590568,0.005988742149405146,1.0387964779978185
2025-08-09 23:17:15,-0.8104004904854897,0.0028365012676250245,1.128194681188543
2025-08-09 23:17:20,-0.7488611266893759,0.010248700533527888,0.9703570020327699
2025-08-09 23:17:25,-0.7440275685247772,0.01113468883134483,0.959441331426812
2025-08-09 23:23:20,0.7711929085509994,0.006783215312523572,1.0232646525358935
2025-08-09 23:13:45,-0.6741208096798039,0.030394725038736414,0.8182583429342611
2025-08-09 23:16:35,-0.7851205371417203,0.005098483721997393,1.058581993350652
2025-08-09 23:16:40,-0.7779243247267821,0.005926430635172952,1.040091824876007
2025-08-09 23:16:45,-0.7306637084251719,0.013857163418099505,0.9301497535221466
2025-08-09 23:16:50,-0.7894111455593562,0.00464604533609303,1.0698671001679556
2025-08-09 23:16:55,-0.7699881651461161,0.006945281576424822,1.020298687850778
2025-08-09 23:17:00,-0.8011370281628241,0.0035565153778875924,1.1017787114802997
2025-08-09 23:17:05,-0.8334131775631999,0.001509719190549319,1.1992090017079127
2025-08-09 23:17:10,-0.7774123624590568,0.005988742149405146,1.0387964779978185
2025-08-09 23:17:15,-0.8104004904854897,0.0028365012676250245,1.128194681188543
2025-08-09 23:17:20,-0.7488611266893759,0.010248700533527888,0.9703570020327699
2025-08-09 23:17:25,-0.7440275685247772,0.01113468883134483,0.959441331426812
2025-08-09 23:23:20,0.7711929085509994,0.006783215312523572,1.0232646525358935
2025-08-09 23:13:45,-0.6741208096798039,0.030394725038736414,0.8182583429342611
2025-08-09 23:16:35,-0.7851205371417203,0.005098483721997393,1.058581993350652
2025-08-09 23:16:40,-0.7779243247267821,0.005926430635172952,1.040091824876007
2025-08-09 23:16:45,-0.7306637084251719,0.013857163418099505,0.9301497535221466
2025-08-09 23:16:50,-0.7894111455593562,0.00464604533609303,1.0698671001679556
2025-08-09 23:16:55,-0.7699881651461161,0.006945281576424822,1.020298687850778
2025-08-09 23:17:00,-0.8011370281628241,0.0035565153778875924,1.1017787114802997
2025-08-09 23:17:05,-0.8334131775631999,0.001509719190549319,1.1992090017079127
2025-08-09 23:17:10,-0.7774123624590568,0.005988742149405146,1.0387964779978185
2025-08-09 23:17:15,-0.8104004904854897,0.0028365012676250245,1.128194681188543
2025-08-09 23:17:20,-0.7488611266893759,0.010248700533527888,0.9703570020327699
2025-08-09 23:17:25,-0.7440275685247772,0.01113468883134483,0.959441331426812
2025-08-09 23:23:20,0.7711929085509994,0.006783215312523572,1.0232646525358935
2025-08-09 23:13:45,-0.6741208096798039,0.030394725038736414,0.8182583429342611
2025-08-09 23:16:35,-0.7851205371417203,0.005098483721997393,1.058581993350652
2025-08-09 23:16:40,-0.7779243247267821,0.005926430635172952,1.040091824876007
2025-08-09 23:16:45,-0.7306637084251719,0.013857163418099505,0.9301497535221466
2025-08-09 23:16:50,-0.7894111455593562,0.00464604533609303,1.0698671001679556
2025-08-09 23:16:55,-0.7699881651461161,0.006945281576424822,1.020298687850778
2025-08-09 23:17:00,-0.8011370281628241,0.0035565153778875924,1.1017787114802997
2025-08-09 23:17:05,-0.8334131775631999,0.001509719190549319,1.1992090017079127
2025-08-09 23:17:10,-0.7774123624590568,0.005988742149405146,1.0387964779978185
2025-08-09 23:17:15,-0.8104004904854897,0.0028365012676250245,1.128194681188543
2025-08-09 23:17:20,-0.7488611266893759,0.010248700533527888,0.9703570020327699
2025-08-09 23:17:25,-0.7440275685247772,0.01113468883134483,0.959441331426812
2025-08-09 23:23:20,0.7711929085509994,0.006783215312523572,1.0232646525358935
2025-08-09 23:13:45,-0.6741208096798039,0.030394725038736414,0.8182583429342611
2025-08-09 23:16:35,-0.7851205371417203,0.005098483721997393,1.058581993350652
2025-08-09 23:16:40,-0.7779243247267821,0.005926430635172952,1.040091824876007
2025-08-09 23:16:45,-0.7306637084251719,0.013857163418099505,0.9301497535221466
2025-08-09 23:16:50,-0.7894111455593562,0.00464604533609303,1.0698671001679556
2025-08-09 23:16:55,-0.7699881651461161,0.006945281576424822,1.020298687850778
2025-08-09 23:17:00,-0.8011370281628241,0.0035565153778875924,1.1017787114802997
2025-08-09 23:17:05,-0.8334131775631999,0.001509719190549319,1.1992090017079127
2025-08-09 23:17:10,-0.7774123624590568,0.005988742149405146,1.0387964779978185
2025-08-09 23:17:15,-0.8104004904854897,0.0028365012676250245,1.128194681188543
2025-08-09 23:17:20,-0.7488611266893759,0.010248700533527888,0.9703570020327699
2025-08-09 23:17:25,-0.7440275685247772,0.01113468883134483,0.959441331426812
2025-08-09 23:23:20,0.7711929085509994,0.006783215312523572,1.0232646525358935
2025-08-09 23:13:45,-0.6741208096798039,0.030394725038736414,0.8182583429342611
2025-08-09 23:16:35,-0.7851205371417203,0.005098483721997393,1.058581993350652
2025-08-09 23:16:40,-0.7779243247267821,0.005926430635172952,1.040091824876007
2025-08-09 23:16:45,-0.7306637084251719,0.013857163418099505,0.9301497535221466
2025-08-09 23:16:50,-0.7894111455593562,0.00464604533609303,1.0698671001679556
2025-08-09 23:16:55,-0.7699881651461161,0.006945281576424822,1.020298687850778
2025-08-09 23:17:00,-0.8011370281628241,0.0035565153778875924,1.1017787114802997
2025-08-09 23:17:05,-0.8334131775631999,0.001509719190549319,1.1992090017079127
2025-08-09 23:17:10,-0.7774123624590568,0.005988742149405146,1.0387964779978185
2025-08-09 23:17:15,-0.8104004904854897,0.0028365012676250245,1.128194681188543
2025-08-09 23:17:20,-0.7488611266893759,0.010248700533527888,0.9703570020327699
2025-08-09 23:17:25,-0.7440275685247772,0.01113468883134483,0.959441331426812
2025-08-09 23:23:20,0.7711929085509994,0.006783215312523572,1.0232646525358935
2025-08-09 23:13:45,-0.6741208096798039,0.030394725038736414,0.8182583429342611
2025-08-09 23:16:35,-0.7851205371417203,0.005098483721997393,1.058581993350652
2025-08-09 23:16:40,-0.7779243247267821,0.005926430635172952,1.040091824876007
2025-08-09 23:16:45,-0.7306637084251719,0.013857163418099505,0.9301497535221466
2025-08-09 23:16:50,-0.7894111455593562,0.00464604533609303,1.0698671001679556
2025-08-09 23:16:55,-0.7699881651461161,0.006945281576424822,1.020298687850778
2025-08-09 23:17:00,-0.8011370281628241,0.0035565153778875924,1.1017787114802997
2025-08-09 23:17:05,-0.8334131775631999,0.001509719190549319,1.1992090017079127
2025-08-09 23:17:10,-0.7774123624590568,0.005988742149405146,1.0387964779978185
2025-08-09 23:17:15,-0.8104004904854897,0.0028365012676250245,1.128194681188543
2025-08-09 23:17:20,-0.7488611266893759,0.010248700533527888,0.9703570020327699
2025-08-09 23:17:25,-0.7440275685247772,0.01113468883134483,0.959441331426812
2025-08-09 23:23:20,0.7711929085509994,0.006783215312523572,1.0232646525358935
2025-08-09 23:13:45,-0.6741208096798039,0.030394725038736414,0.8182583429342611
2025-08-09 23:16:35,-0.7851205371417203,0.005098483721997393,1.058581993350652
2025-08-09 23:16:40,-0.7779243247267821,0.005926430635172952,1.040091824876007
2025-08-09 23:16:45,-0.7306637084251719,0.013857163418099505,0.9301497535221466
2025-08-09 23:16:50,-0.7894111455593562,0.00464604533609303,1.0698671001679556
2025-08-09 23:16:55,-0.7699881651461161,0.006945281576424822,1.020298687850778
2025-08-09 23:17:00,-0.8011370281628241,0.0035565153778875924,1.1017787114802997
2025-08-09 23:17:05,-0.8334131775631999,0.001509719190549319,1.1992090017079127
2025-08-09 23:17:10,-0.7774123624590568,0.005988742149405146,1.0387964779978185
2025-08-09 23:17:15,-0.8104004904854897,0.0028365012676250245,1.128194681188543
2025-08-09 23:17:20,-0.7488611266893759,0.010248700533527888,0.9703570020327699
2025-08-09 23:17:25,-0.7440275685247772,0.01113468883134483,0.959441331426812
2025-08-09 23:23:20,0.7711929085509994,0.006783215312523572,1.0232646525358935
2025-08-09 23:13:45,-0.6741208096798039,0.030394725038736414,0.8182583429342611
2025-08-09 23:16:35,-0.7851205371417203,0.005098483721997393,1.058581993350652
2025-08-09 23:16:40,-0.7779243247267821,0.005926430635172952,1.040091824876007
2025-08-09 23:16:45,-0.7306637084251719,0.013857163418099505,0.9301497535221466
2025-08-09 23:16:50,-0.7894111455593562,0.00464604533609303,1.0698671001679556
2025-08-09 23:16:55,-0.7699881651461161,0.006945281576424822,1.020298687850778
2025-08-09 23:17:00,-0.8011370281628241,0.0035565153778875924,1.1017787114802997
2025-08-09 23:17:05,-0.8334131775631999,0.001509719190549319,1.1992090017079127
2025-08-09 23:17:10,-0.7774123624590568,0.005988742149405146,1.0387964779978185
2025-08-09 23:17:15,-0.8104004904854897,0.0028365012676250245,1.128194681188543
2025-08-09 23:17:20,-0.7488611266893759,0.010248700533527888,0.9703570020327699
2025-08-09 23:17:25,-0.7440275685247772,0.01113468883134483,0.959441331426812
2025-08-09 23:23:20,0.7711929085509994,0.006783215312523572,1.0232646525358935
2025-08-09 23:13:45,-0.6741208096798039,0.030394725038736414,0.8182583429342611
2025-08-09 23:16:35,-0.7851205371417203,0.005098483721997393,1.058581993350652
2025-08-09 23:16:40,-0.7779243247267821,0.005926430635172952,1.040091824876007
2025-08-09 23:16:45,-0.7306637084251719,0.013857163418099505,0.9301497535221466
2025-08-09 23:16:50,-0.7894111455593562,0.00464604533609303,1.0698671001679556
2025-08-09 23:16:55,-0.7699881651461161,0.006945281576424822,1.020298687850778
2025-08-09 23:17:00,-0.8011370281628241,0.0035565153778875924,1.1017787114802997
2025-08-09 23:17:05,-0.8334131775631999,0.001509719190549319,1.1992090017079127
2025-08-09 23:17:10,-0.7774123624590568,0.005988742149405146,1.0387964779978185
2025-08-09 23:17:15,-0.8104004904854897,0.0028365012676250245,1.128194681188543
2025-08-09 23:17:20,-0.7488611266893759,0.010248700533527888,0.9703570020327699
2025-08-09 23:17:25,-0.7440275685247772,0.01113468883134483,0.959441331426812
2025-08-09 23:23:20,0.7711929085509994,0.006783215312523572,1.0232646525358935
2025-08-09 23:13:45,-0.6741208096798039,0.030394725038736414,0.8182583429342611
2025-08-09 23:16:35,-0.7851205371417203,0.005098483721997393,1.058581993350652
2025-08-09 23:16:40,-0.7779243247267821,0.005926430635172952,1.040091824876007
2025-08-09 23:16:45,-0.7306637084251719,0.013857163418099505,0.9301497535221466
2025-08-09 23:16:50,-0.7894111455593562,0.00464604533609303,1.0698671001679556
2025-08-09 23:16:55,-0.7699881651461161,0.006945281576424822,1.020298687850778
2025-08-09 23:17:00,-0.8011370281628241,0.0035565153778875924,1.1017787114802997
2025-08-09 23:17:05,-0.8334131775631999,0.001509719190549319,1.1992090017079127
2025-08-09 23:17:10,-0.7774123624590568,0.005988742149405146,1.0387964779978185
2025-08-09 23:17:15,-0.8104004904854897,0.0028365012676250245,1.128194681188543
2025-08-09 23:17:20,-0.7488611266893759,0.010248700533527888,0.9703570020327699
2025-08-09 23:17:25,-0.7440275685247772,0.01113468883134483,0.959441331426812
2025-08-09 23:23:20,0.7711929085509994,0.006783215312523572,1.0232646525358935
2025-08-09 23:13:45,-0.6741208096798039,0.030394725038736414,0.8182583429342611
2025-08-09 23:16:35,-0.7851205371417203,0.005098483721997393,1.058581993350652
2025-08-09 23:16:40,-0.7779243247267821,0.005926430635172952,1.040091824876007
2025-08-09 23:16:45,-0.7306637084251719,0.013857163418099505,0.9301497535221466
2025-08-09 23:16:50,-0.7894111455593562,0.00464604533609303,1.0698671001679556
2025-08-09 23:16:55,-0.7699881651461161,0.006945281576424822,1.020298687850778
2025-08-09 23:17:00,-0.8011370281628241,0.0035565153778875924,1.1017787114802997
2025-08-09 23:17:05,-0.8334131775631999,0.001509719190549319,1.1992090017079127
2025-08-09 23:17:10,-0.7774123624590568,0.005988742149405146,1.0387964779978185
2025-08-09 23:17:15,-0.8104004904854897,0.0028365012676250245,1.128194681188543
2025-08-09 23:17:20,-0.7488611266893759,0.010248700533527888,0.9703570020327699
2025-08-09 23:17:25,-0.7440275685247772,0.01113468883134483,0.959441331426812
2025-08-09 23:23:20,0.7711929085509994,0.006783215312523572,1.0232646525358935
2025-08-09 23:13:45,-0.6741208096798039,0.030394725038736414,0.8182583429342611
2025-08-09 23:16:35,-0.7851205371417203,0.005098483721997393,1.058581993350652
2025-08-09 23:16:40,-0.7779243247267821,0.005926430635172952,1.040091824876007
2025-08-09 23:16:45,-0.7306637084251719,0.013857163418099505,0.9301497535221466
2025-08-09 23:16:50,-0.7894111455593562,0.00464604533609303,1.0698671001679556
2025-08-09 23:16:55,-0.7699881651461161,0.006945281576424822,1.020298687850778
2025-08-09 23:17:00,-0.8011370281628241,0.0035565153778875924,1.1017787114802997
2025-08-09 23:17:05,-0.8334131775631999,0.001509719190549319,1.1992090017079127
2025-08-09 23:17:10,-0.7774123624590568,0.005988742149405146,1.0387964779978185
2025-08-09 23:17:15,-0.8104004904854897,0.0028365012676250245,1.128194681188543
2025-08-09 23:17:20,-0.7488611266893759,0.010248700533527888,0.9703570020327699
2025-08-09 23:17:25,-0.7440275685247772,0.01113468883134483,0.959441331426812
2025-08-09 23:23:20,0.7711929085509994,0.006783215312523572,1.0232646525358935
2025-08-09 23:13:45,-0.6741208096798039,0.030394725038736414,0.8182583429342611
2025-08-09 23:16:35,-0.7851205371417203,0.005098483721997393,1.058581993350652
2025-08-09 23:16:40,-0.7779243247267821,0.005926430635172952,1.040091824876007
2025-08-09 23:16:45,-0.7306637084251719,0.013857163418099505,0.9301497535221466
2025-08-09 23:16:50,-0.7894111455593562,0.00464604533609303,1.0698671001679556
2025-08-09 23:16:55,-0.7699881651461161,0.006945281576424822,1.020298687850778
2025-08-09 23:17:00,-0.8011370281628241,0.0035565153778875924,1.1017787114802997
2025-08-09 23:17:05,-0.8334131775631999,0.001509719190549319,1.1992090017079127
2025-08-09 23:17:10,-0.7774123624590568,0.005988742149405146,1.0387964779978185
2025-08-09 23:17:15,-0.8104004904854897,0.0028365012676250245,1.128194681188543
2025-08-09 23:17:20,-0.7488611266893759,0.010248700533527888,0.9703570020327699
2025-08-09 23:17:25,-0.7440275685247772,0.01113468883134483,0.959441331426812
2025-08-09 23:23:20,0.7711929085509994,0.006783215312523572,1.0232646525358935
2025-08-09 23:13:45,-0.6741208096798039,0.030394725038736414,0.8182583429342611
2025-08-09 23:16:35,-0.7851205371417203,0.005098483721997393,1.058581993350652
2025-08-09 23:16:40,-0.7779243247267821,0.005926430635172952,1.040091824876007
2025-08-09 23:16:45,-0.7306637084251719,0.013857163418099505,0.9301497535221466
2025-08-09 23:16:50,-0.7894111455593562,0.00464604533609303,1.0698671001679556
2025-08-09 23:16:55,-0.7699881651461161,0.006945281576424822,1.020298687850778
2025-08-09 23:17:00,-0.8011370281628241,0.0035565153778875924,1.1017787114802997
2025-08-09 23:17:05,-0.8334131775631999,0.001509719190549319,1.1992090017079127
2025-08-09 23:17:10,-0.7774123624590568,0.005988742149405146,1.0387964779978185
2025-08-09 23:17:15,-0.8104004904854897,0.0028365012676250245,1.128194681188543
2025-08-09 23:17:20,-0.7488611266893759,0.010248700533527888,0.9703570020327699
2025-08-09 23:17:25,-0.7440275685247772,0.01113468883134483,0.959441331426812
2025-08-09 23:23:20,0.7711929085509994,0.006783215312523572,1.0232646525358935
2025-08-09 23:28:30,0.6352190899671641,0.04718625840459634,0.750117573728504
